word,pos,cefr
in progress,phrase,B2
in reverse,phrase,C1
peace of mind,phrase,C2
fall prey to sth,phrase,C2
invade sb's privacy,phrase,C2
an invasion of privacy,phrase,C2
beyond (sb's) reach,phrase,C2
within (sb's) reach,phrase,C2
the reverse,phrase,C2
swallow your pride,phrase,C2
Road,phrase,A1
a passion for sth,phrase,C1
in the red,phrase,C2
be in good/bad repair,phrase,C2
come to the/sb's rescue,phrase,C2
see red,phrase,C2
learn/know the ropes,phrase,C2
the perfect (tense),phrase,B2
"peep at/through/out, etc.",phrase,C2
proceed to do sth,phrase,C2
"rise to/through, etc.",phrase,C2
be said to be,phrase,B2
seize a chance/opportunity,phrase,B2
"place an advertisement/order, etc.",phrase,C1
"present a danger/difficulty/problem, etc.",phrase,C1
put sb in a difficult position,phrase,C1
put your mind to sth,phrase,C1
put a stop to sth,phrase,C1
"satisfy conditions/needs/requirements, etc.",phrase,C1
say sth to yourself,phrase,C1
"place emphasis/importance, etc. on sth",phrase,C2
"be posted to France/London/Singapore, etc.",phrase,C2
prompt sb to do sth,phrase,C2
prove yourself,phrase,C2
put sb to death,phrase,C2
put sb/sth first,phrase,C2
"raise hopes/fears/doubts, etc.",phrase,C2
raise the alarm,phrase,C2
be far removed from sth,phrase,C2
rob sb of sth,phrase,C2
I dare say,phrase,C2
to say nothing of sth,phrase,C2
keep sb posted,phrase,C1
easier said than done,phrase,C1
pick up the pieces,phrase,C2
put your finger on sth,phrase,C2
put your foot down,phrase,C2
put your foot in it,phrase,C2
put your feet up,phrase,C2
put sb in their place,phrase,C2
put sb on the spot,phrase,C2
send shivers/a shiver down your spine,phrase,C2
prepare yourself,phrase,B1
"rip sth out/off/from, etc.",phrase,C1
"anything/as/what/whatever, etc. you please",phrase,C2
ring a bell,phrase,C2
the public,phrase,B1
with/in reference to sth,phrase,B2
with respect to sth,phrase,B2
put/keep sb in the picture,phrase,C1
quite a bit,phrase,B1
rip sb off,phrasal verb,C2
"pop in/out/over, etc.",phrase,B2
relative to sth,phrase,C2
"remain at/in/with, etc.",phrase,B2
in respect of sth,phrase,C1
in part,phrase,C2
a plethora of sth,phrase,C2
pose a/the question,phrase,C2
pose a/the question,phrase,C2
pretty much/well,phrase,B2
"the same old arguments/face/story, etc.",phrase,C1
be a pain,phrase,B2
be a pain in the neck,phrase,C1
get the picture,phrase,C2
if/when push comes to shove,phrase,C2
pleased to meet you,phrase,A2
be responsible for sth/doing sth,phrase,B2
be responsible for sb/sth/doing sth,phrase,B1
the prosecution,phrase,C2
relations,phrase,B2
Really?,phrase,A2
not really,phrase,B1
"relatively good/bad/cheap, etc.",phrase,B2
"reasonably good/successful/well, etc.",phrase,B2
the radio,phrase,A1
the press,phrase,B2
play sth by ear,phrase,C2
pass out,phrasal verb,B2
a sharp pain,phrase,C2
pull a muscle,phrase,C2
pass on sth or pass sth on,phrasal verb,B1
pick on sb,phrasal verb,B2
point out sth or point sth out,phrasal verb,B2
put down sb or put sb down,phrasal verb,B2
read out sth or read sth out,phrasal verb,B2
read over/through sth or read sth over/through,phrasal verb,B2
refer to sb/sth,phrasal verb,B2
rub out sth or rub sth out,phrasal verb,B2
put sth forward or put forward sth,phrasal verb,C1
read up on sth,phrasal verb,C1
run down sb/sth or run sb/sth down,phrasal verb,C1
own up,phrasal verb,C2
rule out sb/sth or rule sb/sth out,phrasal verb,C2
"Yes, please",phrase,A1
see you,phrase,A1
"see you later/soon/tomorrow, etc.",phrase,A1
a pity,phrase,A2
in particular,phrase,B1
the point,phrase,B2
put pressure on sb,phrase,B2
protest (about/against/at sth),phrase,B2
push (sb) for sth/to do sth,phrase,B2
"reach a decision/agreement/conclusion, etc.",phrase,B2
make sense,phrase,B2
safe to say,phrase,C1
all/just the same,phrase,C1
I'll/we'll see,phrase,C1
in a sense,phrase,C1
pay sb a compliment,phrase,C2
pay tribute to sb/sth,phrase,C2
make sth public,phrase,C2
put/set the record straight,phrase,C1
off the record,phrase,C1
press charges,phrase,C2
the same,phrase,A1
"pale blue/green/yellow, etc.",phrase,A2
quite a few/a lot,phrase,A2
pitch dark/black,phrase,C2
out of proportion,phrase,C2
"a dance/language/riding, etc. school",phrase,A2
pay back sb/sth or pay sb/sth back,phrasal verb,B1
pay off sth or pay sth off,phrasal verb,B2
put sth aside,phrasal verb,B2
it rains/it is raining,phrase,A1
pick up sb/sth or pick sb/sth up,phrasal verb,A2
pick up sb/sth or pick sb/sth up,phrasal verb,A2
put on sth or put sth on,phrasal verb,A2
put on sth or put sth on,phrasal verb,A2
pass on sth or pass sth on,phrasal verb,B1
put away sth or put sth away,phrasal verb,B1
put back sth or put sth back,phrasal verb,B1
put down sb/sth or put sb/sth down,phrasal verb,B1
put off sth/doing sth or put sth off,phrasal verb,B1
put out sth or put sth out,phrasal verb,B1
put up sth or put sth up,phrasal verb,B1
put up sth or put sth up,phrasal verb,B1
pack up (sth) or pack (sth) up,phrasal verb,B2
pass around/round sth or pass sth around/round,phrasal verb,B2
run away,phrasal verb,B2
run into sb,phrasal verb,B2
see to sth/sb,phrasal verb,B2
plunge sth into sth,phrasal verb,C2
plunge into sth,phrasal verb,C2
press on,phrasal verb,C2
run around,phrasal verb,C2
seal off sth or seal sth off,phrasal verb,C2
send sth out or send out sth,phrasal verb,C2
take part,phrase,B1
"pass over/through, etc.",phrase,B1
pay attention (to sth),phrase,B1
pull sth off/out/up,phrase,B1
get rid of sth,phrase,B1
pass (the) time,phrase,B2
pay sb/sth a visit or pay a visit to sb/sth,phrase,B2
pitch a tent,phrase,B2
take sb's place,phrase,B2
"pull yourself along/up, etc.",phrase,B2
push yourself,phrase,B2
"can/can't/could, etc. reach (sth)",phrase,B2
"rest your eyes/feet/legs, etc.",phrase,B2
return to sth,phrase,B2
"roll (sth) across/around/over, etc.",phrase,B2
put something into practice,phrase,C1
"race along/down/over, etc.",phrase,C1
"peer at/into/through, etc.",phrase,C2
"run sth along/over/through, etc. sth",phrase,C2
"scramble down/out/up, etc.",phrase,C2
put on sth or put sth on,phrasal verb,B1
pour sth out or pour out sth,phrasal verb,B2
put off sb or put sb off (sb/sth/doing sth),phrasal verb,B2
put up with sth/sb,phrasal verb,B2
rely on/upon sb/sth,phrasal verb,B2
would rather,phrase,B1
"seem happy/a nice person, etc.",phrase,B1
a sense of humour,phrase,B1
play a joke/trick on sb,phrase,B2
be too proud (to do sth),phrase,B2
go red,phrase,B2
take a risk,phrase,B2
sb's strong point,phrase,C1
the Right/right,phrase,C2
relate to sb,phrasal verb,C1
patch sth up,phrasal verb,C2
put up sth or put sth up,phrasal verb,B1
sell out,phrasal verb,B2
for sale,phrase,A2
"in first/second/third, etc. place",phrase,B1
on sale,phrase,B1
sales,phrase,B2
save a goal,phrase,B2
"scroll up/down/through, etc.",phrase,C2
set sail,phrase,C2
pick up sth or pick sth up,phrasal verb,B2
the sack,phrase,B2
retrace your steps,phrase,C2
personal hygiene,phrase,C1
reliance on sb/sth,phrase,C2
be reliant on sb/sth,phrase,C2
be prepared to do sth,phrase,B2
be satisfied that,phrase,C1
make your presence felt,phrase,C2
presence of mind,phrase,C2
"as much/quickly/soon, etc. as possible",phrase,A2
whenever possible,phrase,B2
wherever possible,phrase,B2
"the best/cheapest/worst, etc. possible",phrase,C1
running water,phrase,C1
the ratings,phrase,C2
"second/third, etc. day/week, etc. running",phrase,C2
preparations,phrase,B2
in relation to sth,phrase,B2
in relation to sth,phrase,B2
be in a position to do sth,phrase,C1
be in position,phrase,C1
put sb in a difficult position,phrase,C1
a reflection of sth,phrase,C1
be a revelation,phrase,C2
the reality/realities of sth,phrase,B2
become a reality,phrase,B2
be a rarity,phrase,C1
in all probability,phrase,C2
"prospective buyers/employers/parents, etc.",phrase,C1
regardless of,phrase,C1
reasonably priced,phrase,B1
take sth personally,phrase,C1
put on sth or put sth on,phrasal verb,A2
put down sth or put sth down,phrasal verb,B1
put on sth or put sth on,phrasal verb,B1
put sb through,phrasal verb,B1
remind sb of sth/sb,phrasal verb,B1
ring sb back,phrasal verb,B1
ring (sb) up or ring up (sb),phrasal verb,B1
run out,phrasal verb,B1
send sth back or send back sth,phrasal verb,B1
pass away,phrasal verb,B2
pay off,phrasal verb,B2
pile up,phrasal verb,B2
plug sth in,phrasal verb,B2
pull down sth or pull sth down,phrasal verb,B2
pull in/into sth,phrasal verb,B2
pull out,phrasal verb,B2
pull over,phrasal verb,B2
pull up,phrasal verb,B2
put sth together or put together sth,phrasal verb,B2
put up sth or put sth up,phrasal verb,B2
put up sb or put sb up,phrasal verb,B2
rely on/upon sb/sth,phrasal verb,B2
result in sth,phrasal verb,B2
run into sth,phrasal verb,B2
run out,phrasal verb,B2
run over sb/sth or run sb/sth over,phrasal verb,B2
see off sb or see sb off,phrasal verb,B2
see through sb/sth,phrasal verb,B2
send off sth or send sth off,phrasal verb,B2
put sth together or put together sth,phrasal verb,C1
refer to sb/sth,phrasal verb,C1
relate to sb/sth,phrasal verb,C1
run on sth,phrasal verb,C1
rush into sth,phrasal verb,C1
scare sb/sth away/off or scare away/off sb/sth,phrasal verb,C1
scare sb away/off or scare away/off sb,phrasal verb,C1
pose as sb,phrasal verb,C2
provide for sth,phrasal verb,C2
put sth aside,phrasal verb,C2
react against sth,phrasal verb,C2
reckon on sth/doing sth,phrasal verb,C2
reckon with sth,phrasal verb,C2
reconcile yourself to sth,phrasal verb,C2
reduce sb to sth/doing sth,phrasal verb,C2
reduce sth to sth,phrasal verb,C2
refer to sth,phrasal verb,C2
refer sb/sth to sb/sth,phrasal verb,C2
relieve sb of sth,phrasal verb,C2
resign yourself to sth,phrasal verb,C2
resort to sth/ doing sth,phrasal verb,C2
revert to sth/doing sth,phrasal verb,C2
run through sth,phrasal verb,C2
run up against sth,phrasal verb,C2
saddle sb with sth,phrasal verb,C2
send for sb,phrasal verb,C2
the present,phrase,A1
part of sth,phrase,A2
the past,phrase,A2
plan to do sth,phrase,A2
remember to do sth,phrase,A2
the rest,phrase,A2
the same,phrase,A2
sell for/at sth,phrase,A2
the passive,phrase,B1
the past,phrase,B1
sb's past,phrase,B1
take place,phrase,B1
the present,phrase,B1
at present,phrase,B1
on purpose,phrase,B1
quite a while,phrase,B1
rather than,phrase,B1
"remain calm/open, etc.",phrase,B1
right away/now/after,phrase,B1
at the same time,phrase,B1
the same,phrase,B1
"seem like/as if/to, etc.",phrase,B1
have/play a part in sth,phrase,B2
pass a law,phrase,B2
in place of sth,phrase,B2
in the first place,phrase,B2
all over the place,phrase,B2
play a part in sth,phrase,B2
be at/on the point of doing sth,phrase,B2
up to a point,phrase,B2
be poor in sth,phrase,B2
"pour into/out/from, etc.",phrase,B2
be out of practice,phrase,B2
in practice,phrase,B2
to be precise,phrase,B2
in private,phrase,B2
promise to be sth,phrase,B2
propose to do sth,phrase,B2
sb's prospects,phrase,B2
in public,phrase,B2
not quite,phrase,B2
range from sth to sth/between sth and sth,phrase,B2
for real,phrase,B2
as regards sth,phrase,B2
"remain a secret/mystery, etc.",phrase,B2
in this respect/in many respects,phrase,B2
in return,phrase,B2
get rid of sth,phrase,B2
at risk,phrase,B2
"roll down/in/off, etc.",phrase,B2
round and round,phrase,B2
rush to do sth,phrase,B2
for the sake of sb/sth; for sb's/sth's sake,phrase,B2
the same,phrase,B2
the same,phrase,B2
scales,phrase,B2
"the club/gay/music, etc. scene",phrase,B2
be seated,phrase,B2
the secret,phrase,B2
in secret,phrase,B2
It seems...,phrase,B2
make sense,phrase,B2
keep pace with sb/sth,phrase,C1
for the most part,phrase,C1
the people,phrase,C1
make a point of doing sth,phrase,C1
the poor,phrase,C1
be populated,phrase,C1
"pose a danger/problem/threat, etc.",phrase,C1
do everything in your power to do sth,phrase,C1
good/bad press,phrase,C1
prior to sth,phrase,C1
be a question of,phrase,C1
at random,phrase,C1
the rear,phrase,C1
return to normal,phrase,C1
the rich,phrase,C1
get rid of sb,phrase,C1
have a/no right to do sth,phrase,C1
room for improvement,phrase,C1
be/lie in ruins,phrase,C1
a safe place; somewhere safe,phrase,C1
in the same way,phrase,C1
save sb (from) doing sth,phrase,C1
you see,phrase,C1
wait and see,phrase,C1
pace yourself,phrase,C2
on the part of sb; on sb's part,phrase,C2
the best/better part of sth,phrase,C2
peculiar to sb/sth,phrase,C2
in perspective,phrase,C2
in place,phrase,C2
in place,phrase,C2
out of place,phrase,C2
out of place,phrase,C2
fair play,phrase,C2
"plunge down/into, etc.",phrase,C2
beside the point,phrase,C2
to the point,phrase,C2
"pour into/out/from, etc.",phrase,C2
be at a premium,phrase,C2
a/the prime example,phrase,C2
on principle,phrase,C2
in principle,phrase,C2
in/out of print,phrase,C2
"a profound effect/impact/influence, etc.",phrase,C2
be prone to sth/doing sth,phrase,C2
"accident-/injury-, etc. prone",phrase,C2
in proportion to,phrase,C2
"a public announcement/appearance/statement, etc.",phrase,C2
serve a/the purpose,phrase,C2
to all intents and purposes,phrase,C2
sb/sth in question,phrase,C2
be out of the question,phrase,C2
keep (sth) quiet,phrase,C2
"a good/easy, etc. read",phrase,C2
reap the benefits/profits/rewards,phrase,C2
within reason,phrase,C2
it stands to reason,phrase,C2
a force to be reckoned with,phrase,C2
"rest (sth) on/against, etc.",phrase,C2
in retrospect,phrase,C2
be revolted by sth,phrase,C2
"in its/his/their, etc. own right",phrase,C2
ripe for sth,phrase,C2
run the risk of sth,phrase,C2
at your own risk,phrase,C2
roll your eyes,phrase,C2
bend/stretch the rules,phrase,C2
be running at sth,phrase,C2
run wild,phrase,C2
run wild,phrase,C2
run the risk of sth,phrase,C2
safe and sound,phrase,C2
a safe bet,phrase,C2
"seat 4/12/200, etc.",phrase,C2
see that,phrase,C2
see sense,phrase,C2
(the) seeds of sth,phrase,C2
make sense of sth,phrase,C2
see sense,phrase,C2
be in the public eye,phrase,C1
a rule of thumb,phrase,C1
in safe hands,phrase,C1
part and parcel,phrase,C2
pay the price,phrase,C2
keep your eyes peeled (for sb/sth),phrase,C2
put sb in their place,phrase,C2
fall into place,phrase,C2
play it by ear,phrase,C2
play with fire,phrase,C2
play games,phrase,C2
take the plunge,phrase,C2
a sore point,phrase,C2
at any price,phrase,C2
pay the price,phrase,C2
pull your weight,phrase,C2
pull strings,phrase,C2
read between the lines,phrase,C2
red tape,phrase,C2
rock the boat,phrase,C2
set/start the ball rolling,phrase,C2
make your blood run cold,phrase,C2
run riot,phrase,C2
in a rut,phrase,C2
be in the same boat,phrase,C2
behind the scenes,phrase,C2
see eye to eye (with sb),phrase,C2
see red,phrase,C2
sell like hot cakes,phrase,C2
Take care!,phrase,A2
thank God,phrase,B1
tons of sth,phrase,B2
I trust (that),phrase,C1
take exception to sth,phrase,C2
have a chip on your shoulder,phrase,C2
have sth up your sleeve,phrase,C2
make a splash,phrase,C2
know your stuff,phrase,C2
the sound of sth,phrase,C2
stay put,phrase,C2
keep in shape,phrase,B2
out of shape,phrase,C2
take care of sb/sth,phrase,B1
change the subject,phrase,B2
drop it/the subject,phrase,C2
in no uncertain terms,phrase,C2
"talk business/politics, etc.",phrase,C1
talk about sth/doing sth,phrase,C2
take sb's word for it,phrase,B2
take it from me,phrase,C1
take issue (with sb/sth),phrase,C1
take sb's word for it,phrase,C1
"share your problems/thoughts/ideas, etc.",phrase,C1
stand trial,phrase,C2
all shapes and sizes,phrase,C2
"taste good/bad/sweet, etc.",phrase,B1
"take milk/sugar, etc.",phrase,B2
tighten your belt,phrase,C2
"trail after/behind/along, etc.",phrase,C2
take a picture/photo(graph),phrase,A1
set a date/time (for sth),phrase,B1
take part,phrase,B1
take it/things easy,phrase,B1
take charge,phrase,B2
take sb's place,phrase,B2
"squeeze through/past, etc.",phrase,C1
thread a needle,phrase,C2
"thread your way through/between, etc.",phrase,C2
"throw sth in/on, etc.",phrase,C1
"throw sth around/down/on, etc.",phrase,C2
can't take sth,phrase,B2
take sth/sb seriously,phrase,B2
"take pleasure/pride/an interest, etc.",phrase,B2
take your breath away,phrase,B2
be tempted,phrase,B2
ties,phrase,C2
"be on good/bad/friendly, etc. terms",phrase,C2
not be on speaking terms,phrase,C2
"stuff sth in/into/behind, etc.",phrase,C2
"walking/hockey, etc. stick",phrase,B1
in stock/out of stock,phrase,B2
a skeleton crew/staff/service,phrase,C1
bus station,phrase,A2
a suggestion of/that sth,phrase,C2
Street,phrase,A1
"a sheet of paper/glass, etc.",phrase,A2
lay the table,phrase,B1
no sign of sb/sth,phrase,B2
a stream of sth,phrase,B2
on show,phrase,C1
on site,phrase,C1
"two-star/three-star, etc.",phrase,C1
step by step,phrase,C1
put a stop to sth,phrase,C1
in store,phrase,C1
out of tune,phrase,C1
in tune,phrase,C1
a downward spiral,phrase,C2
"bomb/drug/fraud, etc. squad",phrase,C2
"death/firing/hit, etc. squad",phrase,C2
retrace your steps,phrase,C2
a stroke of luck,phrase,C2
follow suit,phrase,C2
the tail end of sth,phrase,C2
"target audience/market, etc.",phrase,C2
the throne,phrase,C2
by the same token,phrase,C2
train of thought,phrase,C2
do the trick,phrase,C2
be in tune with sb/sth,phrase,C2
to cut a long story short,phrase,C1
a rule of thumb,phrase,C1
a shoulder to cry on,phrase,C2
send shivers/a shiver down your spine,phrase,C2
have a soft spot for sb/sth,phrase,C2
put sb on the spot,phrase,C2
on the spot,phrase,C2
on the spur of the moment,phrase,C2
be streets ahead (of sb/sth),phrase,C2
a double-edged sword,phrase,C2
bring a lump to your throat,phrase,C2
be the tip of the iceberg,phrase,C2
keep sb on their toes,phrase,C2
grit your teeth,phrase,C2
throw in the towel,phrase,C2
the south,phrase,A2
the opposite sex,phrase,C1
sb's travels,phrase,C1
take stock (of sth),phrase,C2
a clap of thunder,phrase,C2
let off steam,phrase,C2
"in good/bad, etc. shape",phrase,B2
beyond/without a/the shadow of a doubt,phrase,C2
take shape,phrase,C2
safe and sound,phrase,C2
trial and error,phrase,C2
in ... terms/in terms of sth,phrase,B2
come to terms with sth,phrase,C2
take its toll,phrase,C2
know what you are talking about,phrase,C1
"sit sb down/at/in, etc.",phrase,C2
sleep on it,phrase,C2
not sleep a wink,phrase,C2
be snowed in,phrase,C2
be snowed under,phrase,C2
send shivers/a shiver down your spine,phrase,C2
take an exam,phrase,A2
take place,phrase,B1
"take a break/rest, etc.",phrase,B1
take advantage of sth,phrase,B1
take account of sth,phrase,B2
take into account sth,phrase,B2
take advantage of sb/sth,phrase,B2
take control,phrase,B2
take a deep breath,phrase,B2
take sb/sth for granted,phrase,B2
take it for granted,phrase,B2
take the/this opportunity to do sth,phrase,B2
be trapped,phrase,B2
be suited to/for sth,phrase,C1
take effect,phrase,C1
take your time,phrase,C1
take care of sth/doing sth,phrase,C1
take the initiative,phrase,C1
take the liberty of doing sth,phrase,C1
take note (of sth),phrase,C1
take sth personally,phrase,C1
"stage a concert/show, etc.",phrase,C2
take sth as it comes,phrase,C2
I take it (that),phrase,C2
not take kindly to sth,phrase,C2
take the law into your own hands,phrase,C2
take shape,phrase,C2
take stock (of sth),phrase,C2
take its toll,phrase,C2
take a turn for the better/worse,phrase,C2
be topped with sth,phrase,C2
take sth on board,phrase,C1
take sth to heart,phrase,C2
take the plunge,phrase,C2
to start with,phrase,B2
"tear sth out of/off/down, etc.",phrase,C1
(be) torn between sth and sth,phrase,C2
throw caution to the wind,phrase,C2
throw sb in at the deep end,phrase,C2
a stone's throw,phrase,C2
throw in the towel,phrase,C2
Yours sincerely,phrase,B1
"Yours truly,",phrase,B1
I/we shall...,phrase,B1
Dear Sir,phrase,B2
stick up for sb/sth,phrasal verb,C2
keep your mouth shut,phrase,B2
the thing is...,phrase,B2
or so,phrase,B1
sort of,phrase,B2
over the top,phrase,C2
can't stand sb/sth,phrase,B1
be sick of sth,phrase,B2
stick together,phrasal verb,B2
to date,phrase,B2
"sincere apologies/thanks, etc.",phrase,C1
splash out,phrasal verb,C2
for sure,phrase,B1
thousands,phrase,B2
about/high time,phrase,C1
so much for...,phrase,C2
so far so good,phrase,C2
be something,phrase,C2
(I'll) tell you what,phrase,C2
tie the knot,phrase,C2
be/feel on top of the world,phrase,C2
"at the tender age of 8/17/25, etc.",phrase,C2
tired of doing sth,phrase,B1
sparkling water/wine,phrase,B1
take sb/sth seriously,phrase,B2
throw up (sth) or throw (sth) up,phrasal verb,B2
shake off sth or shake sth off,phrasal verb,C2
have (got) a temperature,phrase,A2
suffer from sth,phrase,B1
sit up/stand up straight,phrase,B2
a sharp pain,phrase,C2
set out sth or set sth out,phrasal verb,B2
shut (sb) up,phrasal verb,B2
speak up,phrasal verb,B2
stand for sth,phrasal verb,B2
stand up for sth/sb,phrasal verb,B2
sum up (sth/sb) or sum (sth/sb) up,phrasal verb,B2
talk sb into sth/doing sth,phrasal verb,B2
talk over sth or talk sth over,phrasal verb,B2
tell off sb or tell sb off,phrasal verb,B2
slip out,phrasal verb,C2
talk sb out of sth/doing sth,phrasal verb,C2
see you soon,phrase,A1
shall I/we...?,phrase,A2
and so on,phrase,A2
or something (like that),phrase,A2
such a(n),phrase,A2
such as,phrase,A2
I suppose,phrase,A2
tell sb to do sth,phrase,A2
no thanks,phrase,A2
not too,phrase,A2
I suppose (so),phrase,B1
tell sb how/what/when to do sth,phrase,B1
I can't tell you how ...,phrase,B1
once upon a time,phrase,B1
too bad,phrase,B1
"be/get/keep, etc. in touch",phrase,B1
"generally/personally, etc. speaking",phrase,B2
come/get straight to the point,phrase,B2
among other things,phrase,B2
it's a good thing,phrase,B2
to my mind,phrase,B2
mother tongue,phrase,B2
lose touch,phrase,B2
in short,phrase,C1
speak for/on behalf of sb,phrase,C1
for a start,phrase,C1
strong language,phrase,C1
all things considered,phrase,C1
to say the least,phrase,C1
I told you so,phrase,C2
so to speak,phrase,C2
so to speak,phrase,C2
I told you so,phrase,C2
for one thing,phrase,C2
the next thing I knew,phrase,C2
come to think of it,phrase,C2
pay tribute to sb/sth,phrase,C2
put/set the record straight,phrase,C1
speak volumes,phrase,C2
stand trial,phrase,C2
"too small/hard/much, etc.",phrase,A1
be short of sth,phrase,B1
"three/eight/nine, etc. times",phrase,B1
"somewhere around/between, etc.",phrase,B2
not a single thing,phrase,B2
all shapes and sizes,phrase,C2
a touch,phrase,C2
"stiff drink/whisky/vodka, etc.",phrase,C2
toilets,phrase,A2
standard of living,phrase,B2
show sb around/round,phrasal verb,B1
sign up,phrasal verb,B1
start (sth) off or start off(sth),phrasal verb,B1
stay behind,phrasal verb,B1
take out sb or take sb out,phrasal verb,B1
take out sth or take sth out,phrasal verb,B1
take up sth or take sth up,phrasal verb,B1
throw away/out sth or throw sth away/out,phrasal verb,B1
tidy up (sth) or tidy (sth) up,phrasal verb,B1
set up sth or set sth up,phrasal verb,B2
settle down,phrasal verb,B2
slow (sb/sth) down/up or slow down/up (sb/sth),phrasal verb,B2
slow down,phrasal verb,B2
sort out sth or sort sth out,phrasal verb,B2
sort out sth or sort sth out,phrasal verb,B2
spread out,phrasal verb,B2
squeeze (sb/sth) in/squeeze (sb/sth) into sth,phrasal verb,B2
stand back,phrasal verb,B2
stay out,phrasal verb,B2
stick to sth,phrasal verb,B2
take sb around/round (sth/swh),phrasal verb,B2
take away sth or take sth away,phrasal verb,B2
take away sth or take sth away,phrasal verb,B2
take down sth or take sth down,phrasal verb,B2
throw out sb or throw sb out,phrasal verb,B2
tie up sb/sth or tie sb/sth up,phrasal verb,B2
try out sth or try sth out,phrasal verb,B2
tear up sth or tear sth up,phrasal verb,C1
spin (sb) around/round,phrasal verb,C2
track down sb/sth or track sb/sth down,phrasal verb,C2
make sure (that),phrase,A2
get/go to sleep,phrase,B1
"step back/forward/over, etc.",phrase,B1
step on/in sth,phrase,B1
set an example,phrase,B2
"slam sth down/onto/into, etc.",phrase,B2
"slide (sth) across/down/along, etc.",phrase,B2
"splash about/around/through, etc.",phrase,B2
"stand (sth) in/against/by, etc. sth",phrase,B2
"stick (sth) in/into/through, etc.",phrase,B2
"stroll along/down/through, etc.",phrase,C1
toss (a coin),phrase,C1
"set sth down/on, etc.",phrase,C2
"shoot across/out/up, etc.",phrase,C2
put sth to one side,phrase,C2
"slip sth into/through, etc.",phrase,C2
snap (sth) open/shut/together,phrase,C2
"sneak into/out/around, etc.",phrase,C2
"sneak sth into/out of/through, etc.",phrase,C2
sneak a look/glance at sb/sth,phrase,C2
make a start,phrase,C2
"sweep along/into/past, etc.",phrase,C2
"tip sth into/onto/out of, etc. sth",phrase,C2
"toss sth away/into/on, etc.",phrase,C2
(be) in your seventies,phrase,B2
(be) in your sixties,phrase,B2
(be) in your thirties,phrase,B2
settle in,phrasal verb,C1
take to sb/sth,phrasal verb,C1
tire of sth/sb/doing sth,phrasal verb,C2
a shame,phrase,A2
feel sorry for,phrase,B1
in tears,phrase,B1
"sound angry/happy/rude, etc.",phrase,B2
"in good/high/low, etc. spirits",phrase,B2
"bored/scared/worried, etc. stiff",phrase,B2
be sure of sth,phrase,B2
be sure of yourself,phrase,B2
can tell,phrase,B2
lose your temper,phrase,B2
sb's strong point,phrase,C1
not stand for sth,phrase,C2
keep your temper,phrase,C2
stand for sth,phrasal verb,B2
stand by sb,phrasal verb,B2
stand up sb or stand sb up,phrasal verb,B2
take after sb,phrasal verb,B2
sleep with sb,phrasal verb,C2
stick by sb,phrasal verb,C2
single parent,phrase,B1
not be on speaking terms,phrase,C2
take off,phrasal verb,A2
set off,phrasal verb,B1
set out,phrasal verb,B1
stay over,phrasal verb,B2
the sights,phrase,B1
single ticket,phrase,B1
the tube/the Tube,phrase,B1
set sail,phrase,C2
take off sth or take sth off,phrasal verb,B2
step down,phrasal verb,C2
spare time,phrase,A2
steady job/work,phrase,C2
the supernatural,phrase,B2
"be situated in/on/by, etc.",phrase,B1
a sleepless night,phrase,C1
shortly afterwards; shortly after/before sth,phrase,B1
strictly forbidden/prohibited,phrase,B2
take off sth or take sth off,phrasal verb,A2
try on sth or try sth on,phrasal verb,A2
set up sth or set sth up,phrasal verb,B1
show up,phrasal verb,B1
shut (sth) down or shut down (sth),phrasal verb,B1
split up,phrasal verb,B1
stay in,phrasal verb,B1
switch off sth or switch sth off,phrasal verb,B1
switch on sth or switch sth on,phrasal verb,B1
take away sth or take sth away,phrasal verb,B1
take back sth or take sth back,phrasal verb,B1
show off,phrasal verb,B2
shut (sth) down or shut down (sth),phrasal verb,B2
soak up sth or soak sth up,phrasal verb,B2
stand out,phrasal verb,B2
stand out,phrasal verb,B2
stay up,phrasal verb,B2
stick out,phrasal verb,B2
stick with sth/sb,phrasal verb,B2
stop over,phrasal verb,B2
be taken in,phrasal verb,B2
take off,phrasal verb,B2
take on sb or take sb on,phrasal verb,B2
take out sth or take sth out,phrasal verb,B2
take over (sth) or take (sth) over,phrasal verb,B2
take up sth or take sth up,phrasal verb,B2
think over sth or think sth over,phrasal verb,B2
think through sth or think sth through,phrasal verb,B2
set back sb/sth or set sb/sth back,phrasal verb,C1
settle down,phrasal verb,C1
shake up sth or shake sth up,phrasal verb,C1
stand up to sb/sth,phrasal verb,C1
start out,phrasal verb,C1
stay away from sth,phrasal verb,C1
stay on,phrasal verb,C1
stem from sth,phrasal verb,C1
store up sth,phrasal verb,C1
take on sth or take sth on,phrasal verb,C1
throw yourself into sth,phrasal verb,C1
set off sth or set sth off,phrasal verb,C2
set out,phrasal verb,C2
settle (sb) down,phrasal verb,C2
shake up sb or shake sb up,phrasal verb,C2
sketch sth out,phrasal verb,C2
slip away,phrasal verb,C2
slip away,phrasal verb,C2
slip away,phrasal verb,C2
slip away,phrasal verb,C2
slip up,phrasal verb,C2
spring from sth,phrasal verb,C2
spring up,phrasal verb,C2
spy on sb,phrasal verb,C2
squeeze sb/sth in or squeeze in sb/sth,phrasal verb,C2
stand in,phrasal verb,C2
stay out of sth,phrasal verb,C2
stir up sth or stir sth up,phrasal verb,C2
store up sth,phrasal verb,C2
